-0.250920 0.901429 1
0.463988 0.197317 0
-0.687963 -0.688011 1
-0.883833 0.732352 1
0.202230 0.416145 0
-0.958831 0.939820 1
0.664885 -0.575322 1
-0.636350 -0.633191 1
-0.391516 0.049513 0
-0.136110 -0.417542 0
0.223706 -0.721012 1
-0.415711 -0.267276 0
-0.087860 0.570352 0
-0.600652 0.028469 0
0.184829 -0.907099 1
0.215090 -0.658952 0
-0.869897 0.897771 1
0.931264 0.616795 1
-0.390772 -0.804656 1
0.368466 -0.119695 0
-0.755924 -0.009646 1
-0.931223 0.818641 1
-0.482440 0.325045 0
-0.376578 0.040136 0
0.093421 -0.630291 0
0.939169 0.550266 1
0.878998 0.789655 1
0.195800 0.843748 1
-0.823015 -0.608034 1
-0.909545 -0.349339 1
-0.222645 -0.457302 0
0.657475 -0.286493 1
-0.438131 0.085392 0
-0.718152 0.604394 1
-0.850899 0.973774 1
0.544490 -0.602569 1
-0.988956 0.630923 1
0.413715 0.458014 0
0.542541 -0.851911 1
-0.283069 -0.768262 1
0.726207 0.246596 1
-0.338204 -0.872883 1
-0.378035 -0.349633 0
0.459212 0.275115 0
0.774425 -0.055570 1
-0.760812 0.426490 1
0.521570 0.122554 0
0.541934 -0.012409 0
0.045466 -0.144918 0
-0.949162 -0.784217 1
-0.937142 0.272821 1
-0.371288 0.017141 0
0.815133 -0.501416 1
-0.179234 0.511102 0
-0.542404 -0.846040 1
-0.420497 -0.677557 1
0.859395 0.616241 1
0.266808 0.742921 1
0.607344 -0.626860 1
0.785118 0.078684 1
0.614880 0.792183 1
-0.363993 -0.779896 1
-0.544130 -0.145784 0
0.636030 0.721461 1
-0.986096 0.021495 1
-0.165178 -0.555784 0
-0.760269 -0.324770 1
0.885819 -0.353594 1
0.037581 0.406038 0
-0.272741 0.943564 1
0.924895 -0.496435 1
-0.005503 -0.398243 0
-0.430319 -0.926226 1
0.219129 0.005358 0
-0.897042 -0.442707 1
0.816532 -0.520876 1
-0.710210 -0.021094 1
0.971301 -0.515889 1
0.344271 0.523239 0
-0.524725 0.456433 0
-0.264434 0.264612 0
0.267059 0.071549 0
-0.819420 0.670605 1
-0.358440 -0.626963 1
-0.918450 0.181786 1
0.355129 -0.966824 1
0.024186 -0.547008 0
0.290346 -0.651267 1
0.381875 -0.226529 0
0.873460 -0.724958 1
-0.317867 -0.773053 1
0.849387 0.754679 1
-0.484117 0.319968 0
0.634444 0.110402 0
0.059301 -0.516295 0
-0.813794 0.794432 1
0.800836 0.266203 1
-0.321940 -0.301581 0
0.451911 0.794221 1
0.774173 0.559751 1
0.284063 -0.831720 1
-0.676743 0.797108 1
0.212858 -0.981606 1
-0.797057 0.327004 1
-0.989877 -0.678384 1
0.097468 0.383790 0
0.303923 -0.551461 0
0.424358 -0.525502 0
-0.349201 0.492983 0
0.299266 0.698447 1
0.315226 0.136617 0
-0.812650 -0.264568 1
-0.469595 -0.512021 0
0.946021 -0.213805 1
0.784093 0.262277 1
0.589623 0.005274 0
0.153808 -0.014965 0
-0.609514 0.444904 1
-0.438455 -0.951368 1
0.290945 -0.645779 1
0.880917 0.907857 1
0.829729 -0.259683 1
-0.969087 0.856637 1
-0.143632 0.933310 1
0.927240 0.706019 1
-0.411102 -0.229805 0
0.702273 -0.366156 1
-0.661015 0.113603 0
0.872310 0.392060 1
0.140122 -0.805647 1
0.230014 0.980108 1
-0.719832 0.036659 1
0.754746 0.481537 1
0.394031 0.404968 0
-0.281018 -0.412816 0
0.618722 0.620227 1
0.734145 0.826481 1
0.022685 0.003033 0
0.596590 0.299928 0
0.403934 0.591585 1
0.780011 -0.324010 1
-0.248834 -0.812036 1
0.156560 -0.928115 1
-0.068804 0.085289 0
-0.426917 0.181667 0
-0.939000 -0.925304 1
0.645201 -0.279619 0
-0.745879 0.044487 1
0.539987 -0.568358 1
0.245781 -0.829305 1
-0.896637 0.062709 1
0.081270 0.274860 0
0.452183 0.951704 1
0.032601 -0.354087 0
0.590372 -0.458335 1
-0.122057 -0.843087 1
-0.949299 0.925297 1
0.671960 0.391948 1
-0.182094 -0.653411 0
-0.687126 -0.499514 1
0.098453 0.429192 0
0.320395 -0.440132 0
0.909731 0.475794 1
0.108708 0.223441 0
-0.160800 -0.504538 0
-0.288055 0.515692 0
-0.971213 -0.767855 1
-0.907995 -0.918542 1
0.710921 0.407316 1
-0.051652 -0.804332 1
-0.016768 -0.053056 0
-0.653596 -0.132297 0
-0.202991 0.231700 0
0.270187 -0.909392 1
-0.250775 0.251720 0
0.006273 0.712980 1
0.317387 -0.674131 1
-0.858863 0.284839 1
-0.946977 0.171551 1
0.880460 0.150948 1
-0.223660 0.286576 0
-0.083494 0.091234 0
0.882930 -0.227795 1
0.922381 0.810701 1
-0.608418 -0.861277 1
-0.798444 -0.963556 1
-0.811114 0.366014 1
-0.857623 -0.362049 1
0.689751 -0.953456 1
0.628937 -0.436290 1
-0.763670 0.393474 1
0.257886 0.754944 1
0.470142 0.606962 1
-0.435931 -0.645121 1
0.501230 0.613669 1
0.981010 -0.174765 1
-0.255964 0.552826 0
-0.318393 0.861515 1
0.716826 -0.142012 1
0.501742 0.509086 1
